Date,Open,High,Low,Close,Adj Close,Volume
2021-04-29,57.880001,58.299999,57.470001,58.279999,56.719757,23290600
2021-04-30,57.610001,58.430000,57.070000,57.529999,55.989834,30731800
2021-05-03,57.860001,57.880001,56.840000,57.259998,55.727058,22281700
2021-05-04,56.880001,56.980000,55.810001,56.900002,55.376701,35323600
2021-05-05,56.959999,57.299999,56.459999,56.849998,55.328037,21001900
2021-05-06,56.619999,57.250000,56.250000,57.189999,56.001743,25529300
2021-05-07,57.700001,58.009998,57.240002,57.669998,56.471771,19959000
2021-05-10,57.150002,57.230000,55.880001,55.970001,54.807095,35046500
2021-05-11,55.049999,55.630001,54.299999,55.040001,53.896416,35968100
2021-05-12,54.389999,54.650002,53.419998,53.619999,52.505920,30232300
2021-05-13,54.040001,54.389999,53.459999,54.009998,52.887814,29192500
2021-05-14,54.599998,55.849998,54.259998,55.349998,54.199974,28158300
2021-05-17,55.290001,55.889999,54.759998,55.330002,54.180393,20010200
2021-05-18,55.950001,56.139999,54.799999,54.840000,53.700569,18703400
2021-05-19,54.070000,55.430000,53.840000,55.360001,54.209766,23769700
2021-05-20,55.570000,56.240002,55.360001,55.950001,54.787510,23145200
2021-05-21,56.419998,56.709999,55.980000,56.080002,54.914806,17723100
2021-05-24,56.650002,57.389999,56.400002,56.959999,55.776520,19164400
2021-05-25,57.560001,57.560001,56.419998,56.869999,55.688389,22309900
2021-05-26,57.049999,57.230000,56.590000,56.919998,55.737354,15173600
2021-05-27,57.110001,57.880001,57.000000,57.730000,56.530525,32387600
2021-05-28,57.549999,57.650002,56.939999,57.119999,55.933201,20303900
2021-06-01,57.610001,57.820000,56.590000,56.889999,55.707977,20326400
2021-06-02,56.910000,57.689999,56.759998,57.480000,56.285721,18483600
2021-06-03,56.980000,57.099998,56.090000,56.240002,55.071484,21831300
2021-06-04,56.549999,57.750000,56.540001,57.369999,56.178005,21493800
2021-06-07,57.410000,57.439999,56.779999,57.090000,55.903820,17364400
2021-06-08,57.450001,57.639999,56.599998,57.000000,55.815693,33254500
2021-06-09,57.360001,57.480000,56.970001,57.000000,55.815693,13904800
2021-06-10,57.150002,58.029999,56.930000,57.380001,56.187798,26738100
2021-06-11,57.470001,57.939999,56.950001,57.849998,56.648029,18119700
2021-06-14,58.020000,58.200001,57.230000,58.189999,56.980965,21784500
2021-06-15,58.209999,58.419998,57.799999,57.990002,56.785126,20806500
2021-06-16,58.150002,58.369999,56.770000,57.220001,56.031124,21879700
2021-06-17,57.049999,57.900002,56.700001,57.180000,55.991951,21498800
2021-06-18,56.680000,56.750000,55.099998,55.669998,54.513325,55118300
2021-06-21,55.750000,56.040001,55.369999,55.869999,54.709171,19254600
2021-06-22,55.939999,56.279999,55.500000,55.869999,54.709171,18682800
2021-06-23,55.869999,55.970001,55.230000,55.259998,54.111843,20287900
2021-06-24,55.490002,56.099998,55.340000,56.070000,54.905018,21209700
2021-06-25,56.020000,56.410000,55.750000,55.910000,54.748341,21101200
2021-06-28,56.360001,57.730000,56.340000,57.480000,56.285721,22480900
2021-06-29,57.549999,57.830002,55.880001,56.750000,55.570885,26360000
2021-06-30,56.340000,56.380001,55.389999,56.139999,54.973560,29891600
2021-07-01,56.130001,56.639999,55.869999,56.009998,54.846260,24871600
2021-07-02,56.549999,56.990002,56.320000,56.759998,55.580677,17219400
2021-07-06,56.919998,57.009998,55.700001,56.090000,54.924599,26186600
2021-07-07,56.369999,56.450001,55.709999,55.959999,54.797302,14857400
2021-07-08,55.310001,55.720001,54.790001,55.389999,54.239143,19162000
2021-07-09,55.509998,56.110001,55.310001,55.990002,54.826675,18708000
2021-07-12,56.259998,56.759998,56.110001,56.730000,55.551304,15392800
2021-07-13,56.619999,57.299999,56.340000,56.869999,55.688389,15716000
2021-07-14,57.169998,57.459999,56.330002,56.520000,55.345669,16263600
2021-07-15,56.400002,56.400002,55.570000,55.810001,54.650417,18917000
2021-07-16,56.049999,56.930000,54.900002,54.970001,53.827873,25263800
2021-07-19,54.410000,54.810001,53.970001,54.639999,53.504723,27007700
2021-07-20,54.919998,55.560001,54.270000,55.240002,54.092262,19867000
2021-07-21,55.180000,56.279999,55.009998,56.230000,55.061691,18497200
2021-07-22,56.060001,56.540001,55.680000,55.959999,54.797302,36691000
2021-07-23,54.580002,54.709999,52.320000,53.000000,51.898800,67742300
2021-07-26,52.810001,54.540001,52.759998,54.310001,53.181583,32881200
2021-07-27,53.119999,53.200001,52.310001,53.180000,52.075062,39878000
2021-07-28,53.029999,53.919998,52.939999,53.070000,51.967346,28478800
2021-07-29,53.480000,54.099998,53.320000,53.700001,52.584255,16886600
2021-07-30,53.650002,53.900002,53.250000,53.720001,52.603844,16465700
2021-08-02,53.990002,54.470001,53.540001,53.680000,52.564671,18098100
2021-08-03,53.889999,54.160000,53.259998,54.060001,52.936775,16375900
2021-08-04,54.250000,54.439999,53.700001,53.900002,52.780102,17612700
2021-08-05,53.990002,54.020000,53.580002,53.889999,53.113228,15310000
2021-08-06,53.860001,54.130001,53.730000,53.919998,53.142796,19256000
2021-08-09,54.080002,54.410000,53.830002,54.049999,53.270924,14670100
2021-08-10,54.240002,54.389999,53.509998,53.939999,53.162506,16215700
2021-08-11,54.259998,54.360001,53.840000,54.139999,53.359627,18590800
2021-08-12,54.169998,54.180000,53.259998,53.540001,52.768276,15070100
2021-08-13,53.500000,53.560001,53.060001,53.490002,52.718994,15281100
2021-08-16,53.230000,53.490002,53.000000,53.470001,52.699284,17690300
2021-08-17,53.169998,53.180000,52.220001,52.689999,51.930527,22014900
2021-08-18,52.599998,53.029999,52.110001,52.189999,51.437733,15061700
2021-08-19,52.049999,52.669998,51.580002,52.439999,51.684128,22999400
2021-08-20,52.160000,52.380001,51.419998,52.009998,51.260326,25728300
2021-08-23,52.590000,53.540001,52.480000,53.230000,52.462742,23976300
2021-08-24,53.560001,53.970001,53.310001,53.810001,53.034382,20348800
2021-08-25,54.080002,54.230000,53.730000,53.810001,53.034382,15048400
2021-08-26,53.750000,53.750000,52.970001,53.130001,52.364185,19570000
2021-08-27,53.360001,53.939999,52.919998,53.889999,53.113228,16525000
2021-08-30,54.259998,54.869999,53.759998,53.939999,53.162506,14581300
2021-08-31,54.439999,54.500000,53.660000,54.060001,53.280777,22350100
2021-09-01,54.110001,54.160000,53.529999,53.669998,52.896397,18615000
2021-09-02,53.799999,53.889999,53.349998,53.730000,52.955536,15869500
2021-09-03,53.439999,54.080002,53.320000,53.509998,52.738705,13456200
2021-09-07,53.570000,53.950001,53.439999,53.650002,52.876690,13915000
2021-09-08,53.730000,53.919998,52.990002,53.570000,52.797844,18235100
2021-09-09,53.660000,53.889999,53.340000,53.400002,52.630291,13495800
2021-09-10,53.849998,54.980000,53.810001,53.840000,53.063950,20324700
2021-09-13,54.610001,55.490002,54.410000,54.990002,54.197376,22639200
2021-09-14,55.369999,55.439999,54.270000,54.520000,53.734150,22072700
2021-09-15,54.669998,55.150002,54.419998,55.119999,54.325497,18796200
2021-09-16,54.860001,54.950001,54.240002,54.830002,54.039680,19863100
2021-09-17,54.590000,54.590000,53.669998,54.259998,53.477894,35359200
2021-09-20,53.209999,53.500000,52.320000,52.980000,52.216347,35051900
2021-09-21,53.200001,53.450001,52.830002,52.869999,52.107929,17968900
2021-09-22,53.400002,53.869999,53.000000,53.500000,52.728848,18594100
2021-09-23,53.750000,54.299999,53.599998,54.029999,53.251209,16474300
2021-09-24,53.779999,54.419998,53.730000,54.220001,53.438473,12976200
2021-09-27,53.939999,54.869999,53.820000,54.660000,53.872128,13899900
2021-09-28,54.180000,54.590000,53.959999,54.000000,53.221642,24691300
2021-09-29,54.000000,54.049999,53.180000,53.490002,52.718994,20514300
2021-09-30,53.759998,53.980000,53.259998,53.279999,52.512020,20534100
2021-10-01,53.650002,54.110001,53.049999,53.860001,53.083664,19895100
2021-10-04,53.930000,54.330002,53.080002,53.470001,52.699284,27353300
2021-10-05,53.549999,54.340000,53.480000,53.950001,53.172367,18129400
2021-10-06,53.480000,54.070000,53.070000,53.980000,53.201931,20059600
2021-10-07,54.320000,54.990002,54.119999,54.180000,53.399048,20704400
2021-10-08,54.549999,54.580002,53.700001,53.810001,53.034382,16068000
2021-10-11,53.810001,54.410000,53.419998,53.439999,52.669716,14398800
2021-10-12,53.570000,53.720001,52.009998,52.169998,51.418018,32784300
2021-10-13,52.380001,52.580002,51.869999,52.259998,51.506721,18534000
2021-10-14,52.900002,54.000000,52.730000,53.900002,53.123085,26586700
2021-10-15,54.200001,54.490002,53.810001,54.459999,53.675011,25231100
2021-10-18,54.189999,54.560001,53.720001,54.470001,53.684868,22407600
2021-10-19,54.630001,55.220001,54.369999,55.209999,54.414200,18392900
2021-10-20,55.250000,55.490002,55.080002,55.369999,54.571896,16850300
2021-10-21,54.930000,56.070000,54.830002,56.000000,55.192814,38390900
2021-10-22,50.389999,50.549999,49.139999,49.459999,48.747082,109971900
2021-10-25,49.830002,50.070000,49.310001,49.410000,48.697803,43178800
2021-10-26,49.400002,49.439999,47.930000,48.279999,47.584091,68405400
2021-10-27,48.520000,48.820000,47.869999,47.889999,47.199715,41081500
2021-10-28,48.139999,48.360001,47.880001,48.080002,47.386978,31317200
2021-10-29,48.099998,49.279999,47.919998,49.000000,48.293713,42301000
2021-11-01,49.400002,49.599998,49.000000,49.549999,48.835785,28013700
2021-11-02,49.610001,49.900002,49.230000,49.860001,49.141315,27193300
2021-11-03,49.930000,50.450001,49.709999,50.389999,49.663677,23962100
2021-11-04,50.240002,50.349998,49.730000,50.310001,49.929653,24806000
2021-11-05,50.549999,51.580002,50.540001,50.919998,50.535038,36816200
2021-11-08,51.459999,51.990002,51.060001,51.549999,51.160278,31647800
2021-11-09,51.540001,51.770000,50.770000,51.200001,50.812923,22508400
2021-11-10,50.980000,51.389999,50.709999,50.759998,50.376247,25040700
2021-11-11,51.009998,51.070000,50.410000,50.529999,50.147987,25420000
2021-11-12,50.599998,50.900002,50.180000,50.310001,49.929653,23884800
2021-11-15,50.410000,50.630001,50.119999,50.320000,49.939575,24695800
2021-11-16,50.369999,51.150002,50.340000,50.610001,50.227386,30927800
2021-11-17,50.599998,50.939999,49.980000,50.230000,49.850258,23546900
2021-11-18,50.240002,50.240002,48.970001,49.680000,49.304417,30658200
2021-11-19,49.599998,49.730000,49.240002,49.520000,49.145626,27607600
2021-11-22,49.549999,50.849998,49.410000,49.830002,49.453285,33389600
2021-11-23,50.160000,50.450001,48.639999,49.099998,48.728798,44713300
2021-11-24,48.860001,49.779999,48.630001,49.759998,49.383808,26035800
2021-11-26,48.900002,49.180000,48.119999,48.779999,48.411217,25269000
2021-11-29,49.299999,50.130001,48.720001,50.000000,49.621998,31478900
2021-11-30,49.500000,50.400002,48.680000,49.200001,48.828045,49460800
2021-12-01,49.840000,50.310001,48.520000,48.599998,48.232578,35093500
2021-12-02,48.610001,49.790001,48.330002,49.500000,49.125778,37240800
2021-12-03,49.680000,50.060001,48.759998,49.250000,48.877666,32224900
2021-12-06,49.480000,51.209999,49.180000,50.990002,50.604515,40336000
2021-12-07,54.660000,55.000000,52.209999,52.570000,52.172565,91731500
2021-12-08,52.570000,52.880001,51.380001,51.750000,51.358765,37143400
2021-12-09,51.299999,51.590000,50.430000,50.480000,50.098366,31694200
2021-12-10,50.840000,51.070000,50.049999,50.590000,50.207535,23783600
2021-12-13,50.849998,51.020000,49.950001,50.000000,49.621998,35726900
2021-12-14,49.820000,50.270000,49.320000,49.700001,49.324265,34120400
2021-12-15,49.869999,50.779999,49.330002,50.669998,50.286930,32590300
2021-12-16,50.740002,51.400002,50.580002,50.830002,50.445724,33132300
2021-12-17,50.590000,51.020000,50.009998,50.619999,50.237309,50102300
2021-12-20,49.910000,50.130001,48.959999,49.599998,49.225018,30140300
2021-12-21,49.939999,50.840000,49.939999,50.770000,50.386177,31956300
2021-12-22,50.639999,51.020000,50.209999,50.970001,50.584663,23307900
2021-12-23,51.080002,51.730000,51.049999,51.310001,50.922092,25198200
2021-12-27,51.349998,52.060001,51.299999,51.939999,51.547329,20985400
2021-12-28,51.930000,52.119999,51.630001,51.759998,51.368690,19290400
2021-12-29,51.810001,52.139999,51.660000,51.830002,51.438164,14174800
2021-12-30,51.919998,52.139999,51.650002,51.740002,51.348843,18359400
2021-12-31,51.889999,52.160000,51.459999,51.500000,51.110657,16319000
2022-01-03,51.650002,53.230000,51.599998,53.209999,52.807728,33857600
2022-01-04,53.570000,53.939999,52.650002,53.139999,52.738258,45681400
2022-01-05,54.189999,56.169998,53.830002,53.869999,53.462738,59109300
2022-01-06,54.610001,54.669998,53.419998,54.009998,53.601677,35757900
2022-01-07,54.189999,54.389999,53.150002,53.439999,53.035988,30717200
2022-01-10,53.970001,55.310001,53.310001,55.209999,54.792606,49260800
2022-01-11,55.500000,56.080002,54.730000,55.910000,55.487316,39795200
2022-01-12,56.139999,56.279999,54.810001,55.740002,55.318604,29136800
2022-01-13,56.000000,56.209999,54.770000,54.939999,54.524647,29605400
2022-01-14,54.849998,55.770000,54.529999,55.700001,55.278904,30151500
2022-01-18,55.310001,55.650002,54.680000,54.759998,54.346008,35313800
2022-01-19,54.630001,54.849998,53.560001,53.619999,53.214626,30595100
2022-01-20,53.860001,54.090000,51.939999,52.040001,51.646576,28582600
2022-01-21,52.080002,53.130001,51.950001,52.040001,51.646576,46372400
2022-01-24,51.480000,52.130001,49.880001,51.939999,51.547329,64198400
2022-01-25,51.009998,51.619999,50.250000,51.000000,50.614437,44095400
2022-01-26,51.130001,52.720001,50.750000,51.689999,51.299217,54895400
2022-01-27,49.980000,50.060001,47.779999,48.049999,47.686737,89642800
2022-01-28,47.709999,48.200001,46.299999,47.730000,47.369156,61945400
2022-01-31,47.680000,48.869999,47.310001,48.820000,48.450916,51828400
2022-02-01,48.779999,49.029999,48.360001,48.950001,48.579937,35386100
2022-02-02,48.250000,49.580002,48.090000,49.509998,49.135700,37962700
2022-02-03,49.250000,49.689999,48.250000,48.279999,47.914997,42145800
2022-02-04,47.860001,48.240002,47.130001,48.009998,48.009998,32431500
2022-02-07,48.130001,48.660000,47.959999,48.180000,48.180000,27558500
